"""News"" if validated",Affected sq km,Affected,Annual DFO #,Began,Damage $ (USD),Main Flood Cause,Country,Damage (USD),Date Began,Dead,Detailed Locations,Displaced,Duration in Days,Ended,Glide #,Latitude of Centroid Y,Longitude of Centroid X,M>4,M>6,Magnitude (M)**,Main cause,Nations,Notes and Comments,Number of Records,Other,Register #,Severity *,Total annual floods M>4,Total annual floods M>6,Total floods M>4,Total floods M>6,Validation (post event #3503)
,261149.34,,1993092,21/12/1993,1142000000,Torrential Rain,France,"1,142,000,000",21/12/1993,11,"Southern Germany -- States: Saarland, Rheinland-Palatinate, Baden-Wuerttemberg, Bavaria. Cities: Koblenz, Trier, Saarbruecken, Nuremberg,, Cologne, Bonn, Heidelberg, Bad Kreuznach, Cochem. Rivers: Mosel, Saar, Rhine, Neckar, Aisch, Nahe. -- Northern France - Lorraine and Ardennes. Towns: Givet, Landrichamps, Lille, Picardy, Soissons, Compiegne. Rivers: Muese, Houille, Oise, Moselle, Aisne. Flooding spreads to central France by Dec 29 where the Seine and its tributaries, the Oise and Marne, flood areas around Compiegne and Paris -- Southern Belgium - Provinces: Limburg, Namur province. Sambre valley. Towns: Maaseik, . Rivers: Muese, Sambre. -- Netherlands - Provinces: Limburg and Gelderland. Maastricht, Roermond, Venlo, Rotterdam area. Muese River. -- Czech Republic -- 4 rivers overflow in theWest Bohemia area",48000,11,31/12/1993,0,50.3802,5.76827,1,1,6.759311613,Torrential rain,,"Germany ""In Trier, near the border with Luxembourg, Mosel reached 11.28 m, its highest level in 200 yrs."" ""In Saarland the Saar River was 19 ft above normal, highest since devastating flood in May 1970. "" ""In Heidelberg, Neckar river hit its high of the century overnight at 9.8 meters"" ""The Rhine swept to its greatest height in 67 yrs Thursday, flooding Cologne"" -- France ""In Ardennes, N France, the Meuse rose to record levels of 5.05 m, flooding half of Givet, close to the Belgian border, and cutting off neighbouring villages"" -- Belgium ""In southern Belgium - Namur province - Meuse reached highest level this century."" -- Netherlands ""The Rhine reached its highest level this century in Arnhem, breaking a record set in 1926 by 12 cm"" DAMAGE: Germany: 580,000,000  -- France: 510,000,000 -- Netherlands: 52,000,000 FATALITIES: Germany: 4 -- France: 4 -- Belgium: 1 -- Netherlands: 1 -- Czech: 1 DISPLACED: Germany: 25,000 -- France: 8000 -- Belgium: 2000 -- Netherlands: 13,000 CAUSE: Several days of torrential rain and snowmelt",1,Germany,812,2,76,18,714,170,0
,42416.31,,1993091,16/12/1993,80000000,Torrential Rain,Thailand,"80,000,000",16/12/1993,41,"Provinces: Trang, Yala, Narathiwat. Districts: Muang, Palian and Huai. Cities: Nakhorn Srithamarat, Trang",2000,14,29/12/1993,0,7.28291,100.419,1,0,5.773660920,Torrential rain,,"""trang province's districts of muang, palian and huai yot has begun to drop from 3-3.5 meters to 1-1.5 meters. travel between muang to kantang is severed because the strong current has washed away a section of road for almost half a kilometer."" CAUSE:Week-long torrential rain",1,0,811,1,75,17,713,169,0
,1958.11,,1993090,16/12/1993,,Heavy Rain,Columbia,,16/12/1993,35,Antioquia province town of Dabeiba. Desmotadora River,150,3,18/12/1993,0,6.87608,-76.2092,0,0,3.768958340,Heavy rain,,"""The Desmotadora river flooded as the result of torrential rain that washed away at least 30 homes in the town of Dadeiba in a barrage of mud, rocks and debris"" CAUSE:Heavy rains",1,0,810,1,74,17,712,169,0
,24712.98,,1993089,15/12/1993,,Heavy Rain,Sri Lanka,,15/12/1993,0,"Districts in the Northern Jaffna peninsula: Batticaloa, Polonnaruwa, Anuradhapura, Northern Mannar, Vavuniya and Trincomalee. More flooding on Dec 25 in Polonnaruwa, Gallella, Manampitiya and Yakurai areas",500000,13,27/12/1993,0,8.56672,80.7928,1,0,5.807898466,Heavy rain,,"""about 100,000 families now rendered homeless due to floods in sri lanka's northern, eastern and north central districts, social services authorities here said today. the eastern district of batticaloa is the worst hit with its entire coastal belt going under water, they said noting that at least 35,000 families remained homeless there alone"" CAUSE:""Unprecedented rains""",1,0,809,2,74,17,712,169,0
,14333.82,,1993088,09/12/1993,3000000,Heavy Rain,Costa Rica,"3,000,000",09/12/1993,4,"Central and Eastern Costa Rica - Districts: Alamancha, Limon, Matinia, Paraiso, Turrialba, Sarapiqui, Siquirres, Talamanca. -- Panama -Bocas del Toro",17000,4,12/12/1993,0,9.64613,-83.0411,1,0,4.758421938,Heavy rain,,"Costa Rica ""THE SAN JOSE- LIMON HIGHWAY (BETWEEN THE CAPITAL AND THE MAJOR PORT) IS ALSO FLOODED. SEVERAL BRIDGES HAVE BEEN SWEPT AWAY AND MANY BANANA PLANTATIONS ARE INUNDATED BY UP TO 2 METERS OF WATER""  DAMAGE: Panama: millions  FATALITIES: 4 DISPLACED: Costa Rica: 15,000 -- Panama: 2000CAUSE:Heavy rains causing floods and landslides",1,Panama,808,1,73,17,711,169,0
,162327.61,,1993087,08/12/1993,,Heavy Rain,Peru,,08/12/1993,0,"Departments: Junin, Huancavelica, Pasco, Apurimac, Huanuco, . Districts: Huayucachi, El Tambo, Chupaca and Chilca. Ancash region. Towns: Tingo Maria, Huancayo. Rivers: Huallaga River",5000,8,15/12/1993,0,-10.0433,-74.5879,1,1,6.113482381,Heavy rain,,"""torrential rains and floods have stricken nearly all parts of peru, causing serious damage to houses and crops"" ... """"Flooding rivers and landslides swept away 1,050 homes in the Amazon jungle and Andes Mountains of Peru as the South American country's rainy season got underway. End date approximateCAUSE:Heavy rainfalls which normally appear in february and march have arrived early",1,0,807,1,72,17,710,169,0
,12109.08,,1993086,07/12/1993,,Ice Jam,China,,07/12/1993,0,"Inner Mongolia - Several towns in Dengkou County, Yellow River",5200,9,15/12/1993,0,40.4443,107.087,1,0,5.037353658,Ice jam/break-up,,"""The waters toppled at least 80 houses and flooded 1,250 others""  End date approximateCAUSE:Ice Jam flood",1,0,806,1,71,16,709,168,0
,46913.01,,1993085,05/12/1993,5700000,Tropical Cyclone,Philippines,"5,700,000",05/12/1993,353,"Philippines (Lola followed by Manny) -- Southeastern Luzon Island - Camarines Sur province, Naga city, Naga River. Catanduanes Island. Marinduque Island. Mindoro Island. Samar Island. -- Southern Vietnam (Lola) - Khanh Hoa and Ninh Thuan provinces. -- Southern Thailand (Manny) - Phatthalung Province; Nakhon Si Thammarat",598000,9,13/12/1993,0,12.3152,108.845,1,0,5.625535808,Tropical cyclone,,"Philippines - ""Typhoon Lola alone killed 230 people, left 583,000 persons homeless and damaged crops, infrastructure and livestock worth 574 million pesos"" -- Vietnam -""The typhoon damaged more than 8,000 houses and 200 schools in Khanh Hoa and Ninh Thuan provinces. It destroyed 16,500 hectares of corn, cassava, and tobacco, and flooded more than 11,000 hectares of rice""  DAMAGE: Vietnam: 4,500,000 -- Thailand: 1,300,000 FATALITIES: Philippines: 275 -- Vietnam: 78 DISPLACED: Philippines: 583,000 -- Vietnam: 15,000CAUSE:Typhoon rains HECTARES FLOODED: Vietnam: 27,500 ha",1,Vietnam,805,1,70,16,708,168,0
,7968.64,,1993084,04/12/1993,216000000,Tropical Cyclone,India,"216,000,000",04/12/1993,70,Tamil Nadu State - Northern coastal areas including Pondicherry and Madras. more than 60 coastal villages submerged.,45000,12,15/12/1993,0,12.5851,79.9572,1,0,4.980565453,Tropical cyclone,,"""The storm brought torrential rains that triggered flash floods, landslides and house collapses ... Vast tracts of farmland were inundated"" ... ""In Pondicherry ... the overflowing Sattanur Dam swamped residential areas, forcing hundreds to flee"" End date approximateCAUSE:Typhoon rains",1,0,804,1,69,16,707,168,0
,359.297,,1993083,29/11/1993,,Heavy Rain,Philippines,,29/11/1993,27,"Leyte Island - Province of Leyte - Abuyog town and surrounding villages: villages of Buaya, Malagincay, Buhay, Latoc, Budburon, Hampipila, Mahagna, Mahaplag",0,3,01/12/1993,0,10.7409,124.962,0,0,3.032574846,Heavy rain,,"""16 houses were washed away late Wednesday in several villages in Abuyog town, 350 miles south of Manila after heavy rains pounded the remote mountain area for two days"" CAUSE:Flashfloods caused by heavy rains",1,0,803,1,68,16,706,168,0
,56411.85,,1993082,27/11/1993,,Torrential Rain,Thiland,,27/11/1993,11,"Provinces: Nakorn Si Thammarat, Surat Thani, Songkhla",0,6,02/12/1993,0,8.15766,99.8978,1,0,5.529521593,Torrential rain,,"""more than 70 roads and thousands of acres of farmland in five southern provinces are also inundated from three days of torrential rain"" CAUSE:Torrential rain",1,0,802,1,68,16,706,168,0
,988.946,,1993081,29/11/1993,580000,Heavy Rain,Iran,"580,000",29/11/1993,3,Province of Khuzestan - city of Andimeshk and 10 surrounding villages,0,2,30/11/1993,0,32.5504,48.1619,0,0,3.296202574,Heavy rain,,"""the flood surrounded 10 villages, killing 1,000 livestock and damaging several bridges. the flood destroyed many residential units, farmland and roads"" CAUSE: nd",1,0,801,1,67,16,705,168,0
,19322.92,,1993080,24/11/1993,,Torrential Rain,Cuba,,24/11/1993,30,"Provinces: Guantanamo, Santiago de Cuba, Holguin",51000,5,28/11/1993,0,20.5564,-75.3512,1,0,4.985042760,Torrential rain,,,1,0,800,1,67,16,705,168,0
,33628.03,,1993079,13/11/1993,,Heavy Rain,USA,,13/11/1993,5,"Eastern and Southern Missouri - Counties: Bollinger, Cape Girardeau, Carter, Howell, Iron, Jefferson, Madison, Oregon, Reynolds, Ripley, St. Francois, St. Louis, Shannon and Wayne. Towns: Elvins, West Plains, Flat River, Fredericktown, Ellington Rivers: Castor, Little Mulberry Creek, North Fork, Howell Creek, Meramec, Gasconade, St. Francis and Big Piney. -- Central and Southern Illinois.",600,4,16/11/1993,0,34.0563,-91.5834,1,0,5.429791413,Heavy rain,,"""There was up to 6 feet of water in some areas"" ... ""Up to 6 inches of rain fell in less than 24 hours near Fredericktown in southeast Missouri""CAUSE: nd",1,0,799,2,66,16,704,168,0
,40501.37,,1993078,10/11/1993,,Heavy Rain,India,,10/11/1993,95,Tamil Nadu State - flooding in 12 districts including Udhagamandalam,0,5,14/11/1993,0,11.054,77.5024,1,0,5.306439718,Heavy rain,,,1,0,798,1,65,16,703,168,0
,44228.12,,1993077,03/11/1993,,Torrential Rain,Indonesia,,03/11/1993,5,"North Sumatra - Riau Province. Regencies: Labuhan Batu, Deli Serdang and Langkat.Town: Pekanbaru. Upper Siak River",3000,14,16/11/1993,0,1.12387,101.308,1,0,5.791826515,Torrential rain,,"""Floods which have swept through the eastern Sumatra province of Riau in Indonesia for the past two weeks have damaged about 3,000 houses. At least three people were killed in the first week of flooding, triggered by heavy rains which caused the upper Siak River to overflow."" CAUSE:Torrential rains",1,0,797,1,64,16,702,168,0
,1666.75,,1993076,04/11/1993,30000000,Heavy Rain,Mexico,"30,000,000",04/11/1993,0,Baja California Sur - areas of San Jose del Cabo and Cabo San Lucas,10000,3,06/11/1993,0,23.0797,-109.813,0,0,3.698991719,Heavy rain,,,1,0,796,1,63,16,701,168,0
,1016.71,,1993075,04/11/1993,,Tropical Cyclone,China,,04/11/1993,2,"Kowloon, New Territories, Lantau Island, Hong Kong Island",0,12,15/11/1993,0,22.4214,114.142,1,0,4.086378341,Tropical cyclone,,"""The Royal Observatory said nearly 20 inches (500 mm) or rain was recorded overnight on outlying Lantau Island, where a taxi driver became lost in the downpour and drove his vehicle into a river""  End date approximateCAUSE:Two days of heavy rains associated with Tropical Storm Ira",1,0,795,1,63,16,701,168,0
,6656.49,,1993074,31/10/1993,6500000,Torrential Rain,Honduras,"6,500,000",31/10/1993,174,"Provinces: Yoro, Colon, Atlantida. Atlantic Coast cities:  Bonita Oriental, Tela, La Ceiba, Tocoa. Rivers: Aguan, Tocoa, Lean, Cerro Azul",15000,4,03/11/1993,0,15.6489,-86.4699,1,0,4.425305275,Torrential rain,,"""entire families were missing in Tocoa, 300 miles north of the capital, where swollen rivers washed away entire villages and buried homes under tons of sand and silt."" CAUSE:Torrential downpours",1,0,794,1,62,16,700,168,0
,1692.24,,1993073,31/10/1993,,Torrential Rain,France,,31/10/1993,4,Southern Corsica - three villages north of Porto Vecchio. Sainte Lucie and Propriano regions. Bonifacio. Cavo and Conca rivers,0,3,02/11/1993,0,41.5666,9.06044,0,0,3.705583211,Torrential rain,,"""The Cavo and Conca rivers cut off roads, knocked out electricity and flooded dozens of houses in three villages north of Porto Vecchio, on the southern end of this French Mediterranean island"" CAUSE:Flash floods",1,0,793,1,61,16,699,168,0
,39704.59,,1993072,19/10/1993,,Heavy Rain,Algeria,,19/10/1993,22,Relisan province - Oued-Rhiou city. Flooding also reported in provices of Chlef and Tiarette.,0,2,20/10/1993,0,35.8439,1.81853,1,0,4.899870711,Heavy rain,,,1,0,792,1,61,16,699,168,0
,40595.2,,1993071,11/10/1993,,Torrential Rain,India,,11/10/1993,35,Karnataka State -,40000,11,21/10/1993,0,13.407,75.4042,1,0,5.649867371,Torrential rain,,"""The rains that have been lashing Karnataka for more than 10 days sparked floods which destroyed roads, crops and hundreds of houses across 250 villages, forcing some 40,000 people to flee to safer areas"" CAUSE:Torrential rains",1,0,791,1,60,16,698,168,0
,5895.3,,1993070,06/10/1993,,Heavy Rain,South Africa,,06/10/1993,12,Northern Natal Province - Umfolozi delta region - Umfolozi River,300,3,08/10/1993,0,-28.2598,31.8594,1,0,4.247627165,Heavy rain,,"""Heavy rainfall caused flooding in drought-stricken areas that left four people missing and dozens homeless, ... At least eight inches of rain fell this week in the northern Natal Province where the Umfolozi River overflowed its banks... "" CAUSE:Heavy rainfall",1,0,790,1,59,16,697,168,0
,1178.39,,1993069,05/10/1993,,Torrential Rain,Trinidad,,05/10/1993,5,Western Trinidad - Port of Spain area,0,1,05/10/1993,0,10.607,-61.4302,0,0,3.071289048,Torrential rain,,"""Five persons died as between 60 and 100 mm of rain pelted the northwest and west of Trinidad shortly after noon today. The rains fell for two hours swelling rivers, causing landslides, blocking roads and felling trees."" CAUSE:""Freak thundershowers triggered heavy flooding and mudslides""",1,Tobago,789,1,58,16,696,168,0
,29438.35,,1993068,02/10/1993,50000000,Torrential Rain,Vietnam,"50,000,000",02/10/1993,122,"Phu Yen Province - Tuy Hoa town (54 dead throughout the province). -- Binh Thuan Province - Phan Thiet, Muong Man River. -- flooding also reported in other provices: Quang Tri, Da Nang, Khanh Hoa, Binh Dinh, Darlac and Binh Thuan",15000,11,12/10/1993,0,17.4285,106.625,1,0,5.811336145,Torrential rain,,"""the rains, the heaviest so far this century with downpours of up to 1,044 millimeters, caused floods which completely paralyzed transportation and communications in the province.""  ""weeklong flash floods last week 'crippled four provinces on the central Vietnamese coast.'"" CAUSE:Several days of torrential rain -- HECTARES FLOODED: Phu Yen - 3,500 ha  -- Binh Thuan - 20,000 haWorst in Phu Yen since 1902.",1,0,788,2,58,16,696,168,0
,35873.11,,1993067,04/10/1993,6790000,Heavy Rain,Philippines,"6,790,000",04/10/1993,57,"Central and northern Luzon Island - Provinces: Pampanga, Pangasinan, Nueva Vizcaya, Cagayan, Tarlac, Bulacan, Bataan, Zambales. Towns: Floridablanca, Bagabag, Calumpit, Hagonoy, Pulilan, Paombong, San Simon, San Luis, Candaba and Arayat. Rivers: Angat, Pampanga, Candaba.",300000,9,12/10/1993,0,15.6301,120.592,1,0,5.810041534,Heavy rain,,"""Widespread flooding was reported throughout central and northern Luzon, the Philippines' main island."" ... ""Dozens of villages in Pampanga, Tarlac and Zambales provinces around Pinatubo were buried in water swollen by volcanic debris""CAUSE:Continuous heavy rains causing flooding and landslides -Flo struck the main island of Luzon twice",1,0,787,2,57,16,695,168,0
,4163.54,,1993066,03/10/1993,3000000,Torrential Rain,Australia,"3,000,000",03/10/1993,0,Victoria State -  northern and central area. agricultural area which includes the towns of Benalla and Wangarratta. -- New South Wales State.,2000,13,15/10/1993,0,-36.6559,146.608,1,0,5.034436089,Torrential rain,,"""the northern and central victoria has been flooded since last night, causing millions of dollars damage, ... the floods caused by torrential rain have blocked highways, deluged houses and cars, with many people having lost everything. ... reports said that the floods, believed to be the largest in years, also hit part of the new south wales state""  End date approximateCAUSE:Torrential rain",1,0,786,2,56,16,694,168,0
,7202.07,,1993065,02/10/1993,,Heavy Rain,Iran,,02/10/1993,0,"Gilan province - regions of Chaboksar, Kelachai, Rudsar, and the port cities of Anzali and Astara were flooded",0,2,03/10/1993,0,37.9331,49.1108,1,0,4.158487334,Heavy rain,,,1,0,785,1,55,16,693,168,0
,13916.18,,1993064,28/09/1993,,Heavy Rain,Mexico,,28/09/1993,0,"States of Veracruz, Tamaulipas and San Luis Potosi. Cities: Tampico, Altamira and Veracruz",100000,2,29/09/1993,0,22.1952,-98.4013,1,0,4.444550033,Heavy rain,,"""Heavy rain caused the River Panuco to overflow its banks, forcing as many as 12,000 people from their homes in the Gulf coast states of Tamaulipas and Veracruz. ... In Tampico, there were fears that the water could rise as high as it did in 1955 when flooding reached 6 feet in the city center""CAUSE:Heavy rain continues after Hurricane Gert",1,0,784,1,54,16,692,168,0
,280.443,,1993063,27/09/1993,,Torrential Rain,China,,27/09/1993,0,"Northern part of the New Territories -Villages: Sik Wu, Tin Ping and Siu Hang. Shenzhen River",1200,2,28/09/1993,0,22.5233,114.167,0,0,3.049904596,Torrential rain,,"""more than 300 milimeters fell in the past 72 hours, twice the average rainfall for the whole of september"" CAUSE:Torrential rain",1,0,783,2,53,16,691,168,0
,31766.69,,1993062,22/09/1993,,Torrential Rain,USA,,22/09/1993,0,"Northeast Oklahoma - Ottawa County Towns: Miami, Wyandotte, Quapaw, Commerce. Tar Creek, Spring and Neosh rivers. -- Southwestern Missouri - Barton, St. Charles, St. Louis, Stone, Taney and Greene Counties. Jefferson City. Towns: Marthasville, Mexico, Valley Park. Rivers: Big River south of St Louis; Missouri River, Tuque Creek, Gravois Creek, South Fork of the Salt River, Cuivre River at Troy, Meramec River, James River. -- Southeastern Kansas - Crawford County. Towns: Girard, Pittsburg. Cow Creek. -- Illinois - Illinois River at Kampsville, Alexander County",2500,7,28/09/1993,0,36.764,-94.6207,1,0,5.648100001,Torrential rain,,"""Sandbaggers returned to duty and people still recovering from the summer's floods faced new evacuations and road closings brought on by colossal amounts of rain in parts of Missouri and Kansas on Friday"" -- ""Just northeast of Miami, the rain sent the Spring River to a record crest of 48 feet, 28 feet above flood stage, at Quapaw, Okla"" CAUSE:Torrential rains",1,0,782,2,53,16,691,168,0
,51313.99,,1993061,22/09/1993,880000000,Torrential Rain,France,"880,000,000",22/09/1993,17,"France - Five provinces along Mediterranean coast. Regions: Bouches-du-Rhone, Vaucluse, Savoie, Drome. Towns: Vaison-la-Romaine, Marseille, Aix-en-Provence, Pertuis, Toulouse, Saint-Jean-de-Maurienne, Valreas, Bollene. Rivers: Arc, Garonne, Lez, Rhone. -- Italy - Regions: Liguria, Piedmont, Lombardy and Valle d'Aosta. Genoa area. Areas of Como and Maggore Lakes. Udine city, Ivrea, Saona, Como, Turin, Valle d'Aosta, Aosta, Piedmont, Livorno. -- Switzerland - town of Brig near Italian border; Lake Maggiore in Locarno and Ascona.",1700,17,08/10/1993,0,45.1072,7.36304,1,1,6.241714702,Torrential rain,,"France -""the storm has hit five provinces, especially in areas along the coast of the mediterranean. the report said that the storm had brought flooding and roads and bridges had been severely damaged.""  -- ""Heavy rain cut off tunnels and roads at the Italian border and flooded Alpine villages, forcing hundreds from their homes"" DAMAGE: France: 87,700,000 -- Italy: 3,000,000 FATALITIES: France: 12 -- Italy: 14 -- Switzerland: 1 DISPLACED: France: 1700CAUSE:Series of thunderstorms, heavy rain in the Alps.",1,Italy,781,2,52,16,690,168,0
,59969.85,,1993060,16/09/1993,5000000,Torrential Rain,Nicaragua,"5,000,000",16/09/1993,50,"Nicaragua - Provinces: Matagalpa, Jinotega and Nueva Segovia. Towns: Bluefields, Puerto Cabezas, Rama, Matiguas. Rivers: Rio Grande, Siquia, Malacatoya.  -- Costa Rica - southern Pacific coast and central parts of the country. Towns: Ciudad Cortes, Quepos, Parrita and Perez Zeledon. -- Mexico - Veracruz State: Palma Sola and Panuco rivers, Tampamachoco lake area. Tamaulipas State: Blanco and El Tigre rivers. Other states: San Luis Potosi and Hidalgo. -- Honduras - northeast Mosquitia region and northwestern San Pedro region",38600,7,22/09/1993,0,12.4551,-84.0491,1,0,5.623031003,Torrential rain,,"Central America - Tropical Storm Gert Nicaragua - ""The town of Rama was partially destroyed as rivers in the area rose more than 40-feet above their nornal levels""  DAMAGE:  Honduras: 5,000,000 FATALITIES: Nicaragua: 8  -- Mexico: 15 -- Honduras: 27 DISPLACED: Nicaragua: 4,000  -- Costa Rica: 600 -- Mexico: 7,000 -- Honduras: 27,000CAUSE:Torrential rains HECTARES FLOODED: Mexico: 33,000 ha in Hidalgo state.",1,Costa Rica,780,1,51,15,689,167,0
